City,Average_TMAX_C,Maximum_TMAX_C,Minimum_TMAX_C,Average_TMIN_C,Maximum_TMIN_C,Minimum_TMIN_C
Tehran,11.796714223951575,22.22222222222222,3.333333333333333,2.263888888888889,12.77777777777778,-3.888888888888889
Sanandaj,13.902939904885432,34.44444444444444,-4.444444444444445,1.0057032284346676,20.0,-19.444444444444443
