STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TAVG_C,TMAX_C,TMIN_C,CITY
IRM00040747,"SANANDAJ, IR",2025-01-01,0.0,",,S",,,36,"H,,S",,,30.0,",,S",2.2222222222222223,,-1.1111111111111112,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-01-01,0.0,",,S",,,39,"H,,S",45.0,",,S",,,3.888888888888889,7.222222222222222,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-01-01,0.0,",,S",,,33,"H,,S",47.0,",,S",,,0.5555555555555556,8.333333333333334,,Sanandaj
IRM00040785,"KASHAN, IR",2025-01-01,1.71,",,S",1.2,",,S",34,"H,,S",,,31.0,",,S",1.1111111111111112,,-0.5555555555555556,Sanandaj
IR000040706,"TABRIZ, IR",2025-01-01,0.0,",,S",,,32,"H,,S",43.0,",,S",22.0,",,S",0.0,6.111111111111111,-5.555555555555555,Sanandaj
IRM00040729,"ZANJAN, IR",2025-01-01,0.0,",,S",1.2,",,S",30,"H,,S",41.0,",,S",20.0,",,S",-1.1111111111111112,5.0,-6.666666666666667,Sanandaj
IRM00040811,"AHWAZ, IR",2025-01-01,0.0,",,S",,,55,"H,,S",67.0,",,S",,,12.777777777777779,19.444444444444443,,Sanandaj
IR000040745,"MASHHAD, IR",2025-01-01,0.0,",,S",,,38,"H,,S",,,,,3.3333333333333335,,,Sanandaj
IRM00040738,"GORGAN, IR",2025-01-01,0.0,",,S",,,44,"H,,S",51.0,",,S",,,6.666666666666667,10.555555555555555,,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-01-01,0.0,",,S",,,62,"H,,S",67.0,",,S",,,16.666666666666668,19.444444444444443,,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-01,0.26,",,S",,,40,"H,,S",49.0,",,S",,,4.444444444444445,9.444444444444445,,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-01-01,0.0,",,S",,,36,"H,,S",47.0,",,S",24.0,",,S",2.2222222222222223,8.333333333333334,-4.444444444444445,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-01,0.01,",,S",,,45,"H,,S",,,39.0,",,S",7.222222222222222,,3.888888888888889,Sanandaj
IRM00040769,"ARAK, IR",2025-01-01,0.11,",,S",,,32,"H,,S",37.0,",,S",,,0.0,2.7777777777777777,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-01-01,0.0,",,S",,,32,"H,,S",,,,,0.0,,,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-01-01,0.19,",,S",,,44,"H,,S",49.0,",,S",,,6.666666666666667,9.444444444444445,,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-01-01,0.02,",,S",,,29,"H,,S",38.0,",,S",19.0,",,S",-1.6666666666666667,3.3333333333333335,-7.222222222222222,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-01-01,0.0,",,S",,,71,"H,,S",78.0,",,S",63.0,",,S",21.666666666666668,25.555555555555557,17.22222222222222,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-01,0.0,",,S",,,54,"H,,S",68.0,",,S",,,12.222222222222221,20.0,,Sanandaj
IR000040841,"KERMAN, IR",2025-01-01,0.25,",,S",,,38,"H,,S",47.0,",,S",,,3.3333333333333335,8.333333333333334,,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-01,0.0,",,S",,,67,"H,,S",75.0,",,S",57.0,",,S",19.444444444444443,23.88888888888889,13.88888888888889,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-01-01,0.6,",,S",,,36,"H,,S",48.0,",,S",,,2.2222222222222223,8.88888888888889,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-01-01,0.0,",,S",,,36,"H,,S",43.0,",,S",,,2.2222222222222223,6.111111111111111,,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-01,0.27,",,S",,,46,"H,,S",55.0,",,S",,,7.777777777777778,12.777777777777779,,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-01,0.26,",,S",,,38,"H,,S",46.0,",,S",,,3.3333333333333335,7.777777777777778,,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-01-02,0.24,",,S",,,37,"H,,S",44.0,",,S",,,2.7777777777777777,6.666666666666667,,Sanandaj
IRM00040738,"GORGAN, IR",2025-01-02,0.0,",,S",,,42,"H,,S",56.0,",,S",29.0,",,S",5.555555555555555,13.333333333333334,-1.6666666666666667,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-01-02,0.0,",,S",,,65,"H,,S",75.0,",,S",51.0,",,S",18.333333333333332,23.88888888888889,10.555555555555555,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-01-02,0.0,",,S",,,31,"H,,S",46.0,",,S",,,-0.5555555555555556,7.777777777777778,,Sanandaj
IR000040745,"MASHHAD, IR",2025-01-02,0.0,",,S",,,36,"H,,S",,,,,2.2222222222222223,,,Sanandaj
IRM00040769,"ARAK, IR",2025-01-02,0.0,",,S",1.6,",,S",28,"H,,S",36.0,",,S",,,-2.2222222222222223,2.2222222222222223,,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-02,0.0,",,S",,,39,"H,,S",47.0,",,S",,,3.888888888888889,8.333333333333334,,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-02,0.0,",,S",,,37,"H,,S",44.0,",,S",,,2.7777777777777777,6.666666666666667,,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-01-02,0.0,",,S",,,38,"H,,S",,,28.0,",,S",3.3333333333333335,,-2.2222222222222223,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-01-02,0.0,",,S",,,58,"H,,S",,,48.0,",,S",14.444444444444445,,8.88888888888889,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-01-02,0.0,",,S",,,35,"H,,S",,,,,1.6666666666666667,,,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-02,0.06,",,S",,,59,"H,,S",70.0,",,S",,,15.0,21.11111111111111,,Sanandaj
IRM00040811,"AHWAZ, IR",2025-01-02,0.0,",,S",,,56,"H,,S",70.0,",,S",45.0,",,S",13.333333333333334,21.11111111111111,7.222222222222222,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-01-02,0.0,",,S",0.4,",,S",26,"H,,S",35.0,",,S",,,-3.3333333333333335,1.6666666666666667,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-01-02,0.0,",,S",,,35,"H,,S",41.0,",,S",,,1.6666666666666667,5.0,,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-01-02,0.0,",,S",,,39,"H,,S",46.0,",,S",31.0,",,S",3.888888888888889,7.777777777777778,-0.5555555555555556,Sanandaj
IR000040841,"KERMAN, IR",2025-01-02,0.19,",,S",4.3,",,S",30,"H,,S",37.0,",,S",,,-1.1111111111111112,2.7777777777777777,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-01-02,0.0,",,S",,,32,"H,,S",46.0,",,S",23.0,",,S",0.0,7.777777777777778,-5.0,Sanandaj
IRM00040785,"KASHAN, IR",2025-01-02,0.0,",,S",,,38,"H,,S",47.0,",,S",33.0,",,S",3.3333333333333335,8.333333333333334,0.5555555555555556,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-02,0.11,",,S",,,31,"H,,S",38.0,",,S",,,-0.5555555555555556,3.3333333333333335,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-01-02,0.0,",,S",,,31,"H,,S",43.0,",,S",22.0,",,S",-0.5555555555555556,6.111111111111111,-5.555555555555555,Sanandaj
IR000040706,"TABRIZ, IR",2025-01-02,0.0,",,S",,,31,"H,,S",43.0,",,S",22.0,",,S",-0.5555555555555556,6.111111111111111,-5.555555555555555,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-02,0.0,",,S",,,53,"H,,S",66.0,",,S",42.0,",,S",11.666666666666666,18.88888888888889,5.555555555555555,Sanandaj
IRM00040729,"ZANJAN, IR",2025-01-02,0.0,",,S",0.8,",,S",29,"H,,S",40.0,",,S",16.0,",,S",-1.6666666666666667,4.444444444444445,-8.88888888888889,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-02,0.06,",,S",,,37,"H,,S",44.0,",,S",,,2.7777777777777777,6.666666666666667,,Sanandaj
IRM00040769,"ARAK, IR",2025-01-03,0.0,",,S",0.4,",,S",23,"H,,S",34.0,",,S",13.0,",,S",-5.0,1.1111111111111112,-10.555555555555555,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-03,0.0,",,S",,,35,"H,,S",46.0,",,S",,,1.6666666666666667,7.777777777777778,,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-03,0.0,",,S",,,52,"H,,S",67.0,",,S",,,11.11111111111111,19.444444444444443,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-01-03,0.0,",,S",,,29,"H,,S",43.0,",,S",18.0,",,S",-1.6666666666666667,6.111111111111111,-7.777777777777778,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-01-03,0.0,",,S",,,62,"H,,S",74.0,",,S",,,16.666666666666668,23.333333333333332,,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-03,0.0,",,S",,,36,"H,,S",,,,,2.2222222222222223,,,Sanandaj
IRM00040729,"ZANJAN, IR",2025-01-03,0.0,",,S",0.8,",,S",30,"H,,S",,,14.0,",,S",-1.1111111111111112,,-10.0,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-01-03,0.0,",,S",,,59,"H,,S",,,47.0,",,S",15.0,,8.333333333333334,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-01-03,0.0,",,S",,,28,"H,,S",45.0,",,S",,,-2.2222222222222223,7.222222222222222,,Sanandaj
IRM00040738,"GORGAN, IR",2025-01-03,0.0,",,S",,,43,"H,,S",,,27.0,",,S",6.111111111111111,,-2.7777777777777777,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-03,0.0,",,S",,,52,"H,,S",62.0,",,S",42.0,",,S",11.11111111111111,16.666666666666668,5.555555555555555,Sanandaj
IRM00040723,"BOJNORD, IR",2025-01-03,0.0,",,S",,,33,"H,,S",45.0,",,S",23.0,",,S",0.5555555555555556,7.222222222222222,-5.0,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-01-03,0.0,",,S",,,33,"H,,S",47.0,",,S",22.0,",,S",0.5555555555555556,8.333333333333334,-5.555555555555555,Sanandaj
IRM00040785,"KASHAN, IR",2025-01-03,0.0,",,S",,,39,"H,,S",51.0,",,S",29.0,",,S",3.888888888888889,10.555555555555555,-1.6666666666666667,Sanandaj
IR000040841,"KERMAN, IR",2025-01-03,0.01,",,S",,,27,"H,,S",35.0,",,S",,,-2.7777777777777777,1.6666666666666667,,Sanandaj
IR000040706,"TABRIZ, IR",2025-01-03,0.0,",,S",,,29,"H,,S",40.0,",,S",,,-1.6666666666666667,4.444444444444445,,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-03,0.0,",,S",,,34,"H,,S",,,,,1.1111111111111112,,,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-01-03,0.0,",,S",,,31,"H,,S",47.0,",,S",19.0,",,S",-0.5555555555555556,8.333333333333334,-7.222222222222222,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-01-03,0.0,",,S",,,40,"H,,S",,,30.0,",,S",4.444444444444445,,-1.1111111111111112,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-01-03,0.0,"D,,S",0.4,",,S",23,"H,,S",36.0,",,S",10.0,",,S",-5.0,2.2222222222222223,-12.222222222222221,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-01-03,0.0,",,S",,,35,"H,,S",48.0,",,S",24.0,",,S",1.6666666666666667,8.88888888888889,-4.444444444444445,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-01-03,0.0,",,S",,,35,"H,,S",44.0,",,S",30.0,",,S",1.6666666666666667,6.666666666666667,-1.1111111111111112,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-03,0.0,",,S",,,31,"H,,S",37.0,",,S",22.0,",,S",-0.5555555555555556,2.7777777777777777,-5.555555555555555,Sanandaj
IR000040745,"MASHHAD, IR",2025-01-03,0.0,",,S",,,36,"H,,S",42.0,",,S",33.0,",,S",2.2222222222222223,5.555555555555555,0.5555555555555556,Sanandaj
IRM00040811,"AHWAZ, IR",2025-01-03,0.0,",,S",,,54,"H,,S",70.0,",,S",42.0,",,S",12.222222222222221,21.11111111111111,5.555555555555555,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-01-04,0.0,",,S",,,28,"H,,S",49.0,",,S",,,-2.2222222222222223,9.444444444444445,,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-04,0.0,",,S",,,34,"H,,S",,,21.0,",,S",1.1111111111111112,,-6.111111111111111,Sanandaj
IRM00040757,"SEMNAN, IR",2025-01-04,0.0,",,S",,,38,"H,,S",49.0,",,S",,,3.3333333333333335,9.444444444444445,,Sanandaj
IR000040706,"TABRIZ, IR",2025-01-04,0.0,",,S",,,29,"H,,S",,,17.0,",,S",-1.6666666666666667,,-8.333333333333334,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-04,0.0,",,S",,,40,"H,,S",51.0,",,S",,,4.444444444444445,10.555555555555555,,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-01-04,0.0,",,S",,,59,"H,,S",65.0,",,S",,,15.0,18.333333333333332,,Sanandaj
IRM00040785,"KASHAN, IR",2025-01-04,0.0,",,S",,,39,"H,,S",54.0,",,S",27.0,",,S",3.888888888888889,12.222222222222221,-2.7777777777777777,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-04,0.0,",,S",,,49,"H,,S",60.0,",,S",36.0,",,S",9.444444444444445,15.555555555555555,2.2222222222222223,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-01-04,0.0,",,S",,,41,"H,,S",52.0,",,S",31.0,",,S",5.0,11.11111111111111,-0.5555555555555556,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-04,0.0,",,S",,,31,"H,,S",42.0,",,S",,,-0.5555555555555556,5.555555555555555,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-01-04,0.0,",,S",,,32,"H,,S",48.0,",,S",23.0,",,S",0.0,8.88888888888889,-5.0,Sanandaj
IRM00040729,"ZANJAN, IR",2025-01-04,0.0,",,S",0.8,",,S",32,"H,,S",47.0,",,S",15.0,",,S",0.0,8.333333333333334,-9.444444444444445,Sanandaj
IR000040745,"MASHHAD, IR",2025-01-04,0.0,",,S",,,39,"H,,S",,,,,3.888888888888889,,,Sanandaj
IRM00040738,"GORGAN, IR",2025-01-04,0.0,",,S",,,42,"H,,S",63.0,",,S",30.0,",,S",5.555555555555555,17.22222222222222,-1.1111111111111112,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-01-04,0.0,",,S",,,32,"H,,S",,,18.0,",,S",0.0,,-7.777777777777778,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-01-04,0.0,",,S",,,57,"H,,S",70.0,",,S",,,13.88888888888889,21.11111111111111,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-01-04,0.0,",,S",,,28,"H,,S",42.0,",,S",17.0,",,S",-2.2222222222222223,5.555555555555555,-8.333333333333334,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-01-04,0.0,",,S",,,34,"H,,S",51.0,",,S",19.0,",,S",1.1111111111111112,10.555555555555555,-7.222222222222222,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-04,0.0,",,S",,,35,"H,,S",50.0,",,S",23.0,",,S",1.6666666666666667,10.0,-5.0,Sanandaj
IRM00040811,"AHWAZ, IR",2025-01-04,0.0,",,S",,,53,"H,,S",67.0,",,S",,,11.666666666666666,19.444444444444443,,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-01-04,0.0,",,S",,,36,"H,,S",46.0,",,S",27.0,",,S",2.2222222222222223,7.777777777777778,-2.7777777777777777,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-01-04,0.0,",,S",,,35,"H,,S",54.0,",,S",23.0,",,S",1.6666666666666667,12.222222222222221,-5.0,Sanandaj
IR000040841,"KERMAN, IR",2025-01-04,0.0,",,S",,,29,"H,,S",42.0,",,S",17.0,",,S",-1.6666666666666667,5.555555555555555,-8.333333333333334,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-04,0.0,",,S",,,51,"H,,S",,,,,10.555555555555555,,,Sanandaj
IRM00040769,"ARAK, IR",2025-01-04,0.0,",,S",0.4,",,S",24,"H,,S",41.0,",,S",,,-4.444444444444445,5.0,,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-01-04,0.0,",,S",,,25,"H,,S",46.0,",,S",10.0,",,S",-3.888888888888889,7.777777777777778,-12.222222222222221,Sanandaj
IRM00040811,"AHWAZ, IR",2025-01-05,0.0,",,S",,,52,"H,,S",68.0,",,S",41.0,",,S",11.11111111111111,20.0,5.0,Sanandaj
IRM00040723,"BOJNORD, IR",2025-01-05,0.0,",,S",,,32,"H,,S",51.0,",,S",,,0.0,10.555555555555555,,Sanandaj
IR000040745,"MASHHAD, IR",2025-01-05,0.0,",,S",,,42,"H,,S",54.0,",,S",,,5.555555555555555,12.222222222222221,,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-01-05,0.0,",,S",,,57,"H,,S",74.0,",,S",42.0,",,S",13.88888888888889,23.333333333333332,5.555555555555555,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-01-05,0.0,",,S",,,58,"H,,S",65.0,",,S",,,14.444444444444445,18.333333333333332,,Sanandaj
IRM00040738,"GORGAN, IR",2025-01-05,0.0,",,S",,,44,"H,,S",66.0,",,S",27.0,",,S",6.666666666666667,18.88888888888889,-2.7777777777777777,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-01-05,0.0,",,S",,,28,"H,,S",49.0,",,S",,,-2.2222222222222223,9.444444444444445,,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-01-05,0.0,",,S",,,42,"H,,S",54.0,",,S",33.0,",,S",5.555555555555555,12.222222222222221,0.5555555555555556,Sanandaj
IRM00040729,"ZANJAN, IR",2025-01-05,0.0,",,S",0.8,",,S",35,"H,,S",48.0,",,S",16.0,",,S",1.6666666666666667,8.88888888888889,-8.88888888888889,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-01-05,0.0,",,S",,,30,"H,,S",43.0,",,S",18.0,",,S",-1.1111111111111112,6.111111111111111,-7.777777777777778,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-01-05,0.0,",,S",,,39,"H,,S",,,25.0,",,S",3.888888888888889,,-3.888888888888889,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-01-05,0.0,",,S",,,38,"H,,S",51.0,",,S",25.0,",,S",3.3333333333333335,10.555555555555555,-3.888888888888889,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-01-05,0.0,",,S",,,37,"H,,S",54.0,",,S",24.0,",,S",2.7777777777777777,12.222222222222221,-4.444444444444445,Sanandaj
IRM00040769,"ARAK, IR",2025-01-05,0.0,",,S",,,28,"H,,S",43.0,",,S",,,-2.2222222222222223,6.111111111111111,,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-05,0.0,",,S",,,52,"H,,S",,,38.0,",,S",11.11111111111111,,3.3333333333333335,Sanandaj
IR000040841,"KERMAN, IR",2025-01-05,0.0,",,S",,,34,"H,,S",51.0,",,S",19.0,",,S",1.1111111111111112,10.555555555555555,-7.222222222222222,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-01-05,0.0,",,S",,,39,"H,,S",,,24.0,",,S",3.888888888888889,,-4.444444444444445,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-05,0.0,",,S",,,37,"H,,S",54.0,",,S",23.0,",,S",2.7777777777777777,12.222222222222221,-5.0,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-05,0.0,",,S",,,36,"H,,S",,,,,2.2222222222222223,,,Sanandaj
IRM00040757,"SEMNAN, IR",2025-01-05,0.0,",,S",,,38,"H,,S",49.0,",,S",30.0,",,S",3.3333333333333335,9.444444444444445,-1.1111111111111112,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-05,0.0,",,S",,,52,"H,,S",63.0,",,S",36.0,",,S",11.11111111111111,17.22222222222222,2.2222222222222223,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-05,0.0,",,S",,,44,"H,,S",,,,,6.666666666666667,,,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-01-05,0.0,",,S",,,30,"H,,S",53.0,",,S",,,-1.1111111111111112,11.666666666666666,,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-05,0.0,",,S",,,32,"H,,S",45.0,",,S",19.0,",,S",0.0,7.222222222222222,-7.222222222222222,Sanandaj
IRM00040785,"KASHAN, IR",2025-01-05,0.0,",,S",,,41,"H,,S",57.0,",,S",27.0,",,S",5.0,13.88888888888889,-2.7777777777777777,Sanandaj
IR000040706,"TABRIZ, IR",2025-01-05,0.0,",,S",,,32,"H,,S",43.0,",,S",19.0,",,S",0.0,6.111111111111111,-7.222222222222222,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-01-06,0.0,",,S",,,42,"H,,S",,,,,5.555555555555555,,,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-01-06,0.0,",,S",,,60,"H,,S",,,43.0,",,S",15.555555555555555,,6.111111111111111,Sanandaj
IRM00040723,"BOJNORD, IR",2025-01-06,0.0,",,S",,,38,"H,,S",55.0,",,S",19.0,",,S",3.3333333333333335,12.777777777777779,-7.222222222222222,Sanandaj
IRM00040785,"KASHAN, IR",2025-01-06,0.0,",,S",,,42,"H,,S",50.0,",,S",33.0,",,S",5.555555555555555,10.0,0.5555555555555556,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-01-06,0.0,",,S",,,38,"H,,S",57.0,",,S",,,3.3333333333333335,13.88888888888889,,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-06,0.0,",,S",,,54,"H,,S",68.0,",,S",37.0,",,S",12.222222222222221,20.0,2.7777777777777777,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-06,0.0,",,S",,,42,"H,,S",58.0,",,S",28.0,",,S",5.555555555555555,14.444444444444445,-2.2222222222222223,Sanandaj
IR000040841,"KERMAN, IR",2025-01-06,0.0,",,S",,,42,"H,,S",64.0,",,S",22.0,",,S",5.555555555555555,17.77777777777778,-5.555555555555555,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-01-06,0.0,",,S",,,43,"H,,S",,,33.0,",,S",6.111111111111111,,0.5555555555555556,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-01-06,0.0,",,S",,,38,"H,,S",56.0,",,S",12.0,",,S",3.3333333333333335,13.333333333333334,-11.11111111111111,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-06,0.0,",,S",,,36,"H,,S",55.0,",,S",21.0,",,S",2.2222222222222223,12.777777777777779,-6.111111111111111,Sanandaj
IRM00040811,"AHWAZ, IR",2025-01-06,0.02,",,S",,,56,"H,,S",67.0,",,S",,,13.333333333333334,19.444444444444443,,Sanandaj
IRM00040757,"SEMNAN, IR",2025-01-06,0.0,",,S",,,39,"H,,S",,,29.0,",,S",3.888888888888889,,-1.6666666666666667,Sanandaj
IRM00040729,"ZANJAN, IR",2025-01-06,0.01,",,S",0.8,",,S",35,"H,,S",,,29.0,",,S",1.6666666666666667,,-1.6666666666666667,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-06,0.0,",,S",,,48,"H,,S",,,38.0,",,S",8.88888888888889,,3.3333333333333335,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-06,0.0,",,S",,,37,"H,,S",55.0,",,S",20.0,",,S",2.7777777777777777,12.777777777777779,-6.666666666666667,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-01-06,0.0,",,S",,,61,"H,,S",,,44.0,",,S",16.11111111111111,,6.666666666666667,Sanandaj
IR000040745,"MASHHAD, IR",2025-01-06,0.0,",,S",,,42,"H,,S",53.0,",,S",28.0,",,S",5.555555555555555,11.666666666666666,-2.2222222222222223,Sanandaj
IRM00040738,"GORGAN, IR",2025-01-06,0.0,",,S",,,43,"H,,S",,,28.0,",,S",6.111111111111111,,-2.2222222222222223,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-06,0.0,",,S",,,59,"H,,S",66.0,",,S",43.0,",,S",15.0,18.88888888888889,6.111111111111111,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-01-06,0.0,",,S",,,42,"H,,S",47.0,",,S",37.0,",,S",5.555555555555555,8.333333333333334,2.7777777777777777,Sanandaj
IR000040706,"TABRIZ, IR",2025-01-06,0.02,",,S",0.4,",,S",36,"H,,S",45.0,",,S",,,2.2222222222222223,7.222222222222222,,Sanandaj
IRM00040769,"ARAK, IR",2025-01-06,0.0,",,S",0.4,",,S",33,"H,,S",43.0,",,S",,,0.5555555555555556,6.111111111111111,,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-01-06,0.0,",,S",,,39,"H,,S",52.0,",,S",26.0,",,S",3.888888888888889,11.11111111111111,-3.3333333333333335,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-01-06,0.0,",,S",,,33,"H,,S",45.0,",,S",27.0,",,S",0.5555555555555556,7.222222222222222,-2.7777777777777777,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-01-06,0.02,",,S",,,38,"H,,S",45.0,",,S",30.0,",,S",3.3333333333333335,7.222222222222222,-1.1111111111111112,Sanandaj
IRM00040831,"ABADAN, IR",2025-01-07,0.19,",,S",,,59,"H,,S",66.0,",,S",55.0,",,S",15.0,18.88888888888889,12.777777777777779,Sanandaj
IR000040841,"KERMAN, IR",2025-01-07,0.0,",,S",,,42,"H,,S",59.0,",,S",31.0,",,S",5.555555555555555,15.0,-0.5555555555555556,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-01-07,0.0,",,S",,,45,"H,,S",52.0,",,S",,,7.222222222222222,11.11111111111111,,Sanandaj
IR000040848,"SHIRAZ, IR",2025-01-07,0.0,",,S",,,45,"H,,S",58.0,",,S",35.0,",,S",7.222222222222222,14.444444444444445,1.6666666666666667,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-01-07,0.0,",,S",,,61,"H,,S",76.0,",,S",42.0,",,S",16.11111111111111,24.444444444444443,5.555555555555555,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-01-07,0.0,",,S",,,40,"H,,S",,,29.0,",,S",4.444444444444445,,-1.6666666666666667,Sanandaj
IRM00040809,"BIRJAND, IR",2025-01-07,0.0,",,S",,,45,"H,,S",60.0,",,S",27.0,",,S",7.222222222222222,15.555555555555555,-2.7777777777777777,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-01-07,0.0,",,S",,,38,"H,,S",54.0,",,S",23.0,",,S",3.3333333333333335,12.222222222222221,-5.0,Sanandaj
