STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TAVG_C,TMAX_C,TMIN_C,CITY
IRM00040811,"AHWAZ, IR",2025-02-28,0.0,",,S",,,50,"H,,S",,,,,10.0,,,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-02-28,0.0,",,S",,,27,"H,,S",,,15.0,",,S",-2.7777777777777777,,-9.444444444444445,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-02-28,0.0,",,S",,,39,"H,,S",,,32.0,",,S",3.888888888888889,,0.0,Sanandaj
IR000040745,"MASHHAD, IR",2025-02-28,0.0,",,S",,,35,"H,,S",,,,,1.6666666666666667,,,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-02-28,0.0,",,S",,,34,"H,,S",,,26.0,",,S",1.1111111111111112,,-3.3333333333333335,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-02-28,0.0,",,S",,,43,"H,,S",,,31.0,",,S",6.111111111111111,,-0.5555555555555556,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-02-28,0.0,",,S",,,31,"H,,S",,,,,-0.5555555555555556,,,Sanandaj
IR000040841,"KERMAN, IR",2025-02-28,0.0,",,S",,,40,"H,,S",,,,,4.444444444444445,,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-02-28,0.0,",,S",,,29,"H,,S",,,15.0,",,S",-1.6666666666666667,,-9.444444444444445,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-02-28,0.0,",,S",2.0,",,S",27,"H,,S",,,,,-2.7777777777777777,,,Sanandaj
IRM00040769,"ARAK, IR",2025-02-28,0.0,",,S",,,28,"H,,S",39.0,",,S",22.0,",,S",-2.2222222222222223,3.888888888888889,-5.555555555555555,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-02-28,0.0,",,S",,,49,"H,,S",,,,,9.444444444444445,,,Sanandaj
IRM00040785,"KASHAN, IR",2025-02-28,0.0,",,S",,,37,"H,,S",48.0,",,S",26.0,",,S",2.7777777777777777,8.88888888888889,-3.3333333333333335,Sanandaj
IR000040706,"TABRIZ, IR",2025-02-28,0.0,",,S",,,25,"H,,S",,,13.0,",,S",-3.888888888888889,,-10.555555555555555,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-02-28,0.0,",,S",,,29,"H,,S",,,9.0,",,S",-1.6666666666666667,,-12.777777777777779,Sanandaj
IRM00040729,"ZANJAN, IR",2025-02-28,0.0,",,S",0.8,",,S",25,"H,,S",,,10.0,",,S",-3.888888888888889,,-12.222222222222221,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-02-28,0.0,",,S",,,66,"H,,S",,,,,18.88888888888889,,,Sanandaj
IRM00040809,"BIRJAND, IR",2025-02-28,0.0,",,S",,,36,"H,,S",,,,,2.2222222222222223,,,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-02-28,0.0,",,S",,,56,"H,,S",,,,,13.333333333333334,,,Sanandaj
IRM00040831,"ABADAN, IR",2025-02-28,0.0,",,S",,,50,"H,,S",,,,,10.0,,,Sanandaj
IR000040848,"SHIRAZ, IR",2025-02-28,0.0,",,S",,,42,"H,,S",,,29.0,",,S",5.555555555555555,,-1.6666666666666667,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-02-28,0.0,",,S",,,30,"H,,S",,,,,-1.1111111111111112,,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-02-28,0.0,",,S",,,26,"H,,S",,,,,-3.3333333333333335,,,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-02-28,0.0,",,S",,,63,"H,,S",,,,,17.22222222222222,,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-03-01,0.0,",,S",,,31,"H,,S",44.0,",,S",19.0,",,S",-0.5555555555555556,6.666666666666667,-7.222222222222222,Sanandaj
IRM00040809,"BIRJAND, IR",2025-03-01,0.0,",,S",,,45,"H,,S",62.0,",,S",,,7.222222222222222,16.666666666666668,,Sanandaj
IRM00040729,"ZANJAN, IR",2025-03-01,0.0,",,S",,,29,"H,,S",36.0,",,S",23.0,",,S",-1.6666666666666667,2.2222222222222223,-5.0,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-03-01,0.0,",,S",,,56,"H,,S",,,35.0,",,S",13.333333333333334,,1.6666666666666667,Sanandaj
IRM00040831,"ABADAN, IR",2025-03-01,0.0,",,S",,,56,"H,,S",,,39.0,",,S",13.333333333333334,,3.888888888888889,Sanandaj
IRM00040723,"BOJNORD, IR",2025-03-01,0.0,",,S",,,32,"H,,S",43.0,",,S",16.0,",,S",0.0,6.111111111111111,-8.88888888888889,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-03-01,0.0,",,S",,,39,"H,,S",60.0,",,S",,,3.888888888888889,15.555555555555555,,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-03-01,0.0,",,S",,,58,"H,,S",64.0,",,S",48.0,",,S",14.444444444444445,17.77777777777778,8.88888888888889,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-03-01,0.0,",,S",,,45,"H,,S",,,,,7.222222222222222,,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-03-01,0.0,",,S",,,33,"H,,S",45.0,",,S",22.0,",,S",0.5555555555555556,7.222222222222222,-5.555555555555555,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-03-01,0.0,",,S",,,40,"H,,S",49.0,",,S",,,4.444444444444445,9.444444444444445,,Sanandaj
IR000040841,"KERMAN, IR",2025-03-01,0.0,",,S",,,49,"H,,S",,,24.0,",,S",9.444444444444445,,-4.444444444444445,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-03-01,0.0,",,S",,,36,"H,,S",49.0,",,S",19.0,",,S",2.2222222222222223,9.444444444444445,-7.222222222222222,Sanandaj
IRM00040769,"ARAK, IR",2025-03-01,0.0,",,S",,,36,"H,,S",49.0,",,S",,,2.2222222222222223,9.444444444444445,,Sanandaj
IR000040706,"TABRIZ, IR",2025-03-01,0.0,",,S",,,30,"H,,S",41.0,",,S",,,-1.1111111111111112,5.0,,Sanandaj
IR000040745,"MASHHAD, IR",2025-03-01,0.0,",,S",,,37,"H,,S",50.0,",,S",,,2.7777777777777777,10.0,,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-03-01,0.0,",,S",,,36,"H,,S",50.0,",,S",18.0,",,S",2.2222222222222223,10.0,-7.777777777777778,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-03-01,0.0,",,S",,,66,"H,,S",77.0,",,S",52.0,",,S",18.88888888888889,25.0,11.11111111111111,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-03-01,0.0,",,S",,,33,"H,,S",48.0,",,S",17.0,",,S",0.5555555555555556,8.88888888888889,-8.333333333333334,Sanandaj
IRM00040811,"AHWAZ, IR",2025-03-01,0.0,",,S",,,55,"H,,S",70.0,",,S",38.0,",,S",12.777777777777779,21.11111111111111,3.3333333333333335,Sanandaj
IRM00040738,"GORGAN, IR",2025-03-01,0.09,",,S",,,38,"H,,S",50.0,",,S",26.0,",,S",3.3333333333333335,10.0,-3.3333333333333335,Sanandaj
IRM00040785,"KASHAN, IR",2025-03-01,0.0,",,S",,,44,"H,,S",56.0,",,S",28.0,",,S",6.666666666666667,13.333333333333334,-2.2222222222222223,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-03-01,0.0,",,S",,,65,"H,,S",77.0,",,S",50.0,",,S",18.333333333333332,25.0,10.0,Sanandaj
IR000040848,"SHIRAZ, IR",2025-03-01,0.0,",,S",,,47,"H,,S",,,26.0,",,S",8.333333333333334,,-3.3333333333333335,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-03-01,0.0,",,S",,,49,"H,,S",63.0,",,S",31.0,",,S",9.444444444444445,17.22222222222222,-0.5555555555555556,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-03-02,0.0,",,S",,,29,"H,,S",44.0,",,S",10.0,",,S",-1.6666666666666667,6.666666666666667,-12.222222222222221,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-03-02,0.0,",,S",,,53,"H,,S",61.0,",,S",,,11.666666666666666,16.11111111111111,,Sanandaj
IR000040841,"KERMAN, IR",2025-03-02,0.0,",,S",,,46,"H,,S",58.0,",,S",,,7.777777777777778,14.444444444444445,,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-03-02,0.0,",,S",,,70,"H,,S",,,55.0,",,S",21.11111111111111,,12.777777777777779,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-03-02,0.0,",,S",,,34,"H,,S",46.0,",,S",,,1.1111111111111112,7.777777777777778,,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-03-02,0.0,",,S",,,35,"H,,S",44.0,",,S",,,1.6666666666666667,6.666666666666667,,Sanandaj
IRM00040738,"GORGAN, IR",2025-03-02,0.03,",,S",,,36,"H,,S",46.0,",,S",,,2.2222222222222223,7.777777777777778,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-03-02,0.01,",,S",,,25,"H,,S",34.0,",,S",,,-3.888888888888889,1.1111111111111112,,Sanandaj
IRM00040809,"BIRJAND, IR",2025-03-02,0.0,",,S",,,42,"H,,S",54.0,",,S",,,5.555555555555555,12.222222222222221,,Sanandaj
IRM00040811,"AHWAZ, IR",2025-03-02,0.0,",,S",,,59,"H,,S",,,46.0,",,S",15.0,,7.777777777777778,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-03-02,0.0,",,S",,,30,"H,,S",41.0,",,S",,,-1.1111111111111112,5.0,,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-03-02,0.0,",,S",,,38,"H,,S",53.0,",,S",,,3.3333333333333335,11.666666666666666,,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-03-02,0.0,",,S",,,44,"H,,S",,,,,6.666666666666667,,,Sanandaj
IRM00040785,"KASHAN, IR",2025-03-02,0.0,",,S",,,42,"H,,S",54.0,",,S",33.0,",,S",5.555555555555555,12.222222222222221,0.5555555555555556,Sanandaj
IR000040745,"MASHHAD, IR",2025-03-02,0.1,",,S",,,26,"H,,S",38.0,",,S",,,-3.3333333333333335,3.3333333333333335,,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-03-02,0.0,",,S",,,38,"H,,S",49.0,",,S",,,3.3333333333333335,9.444444444444445,,Sanandaj
IR000040848,"SHIRAZ, IR",2025-03-02,0.0,",,S",,,46,"H,,S",55.0,",,S",,,7.777777777777778,12.777777777777779,,Sanandaj
IR000040706,"TABRIZ, IR",2025-03-02,0.0,",,S",,,29,"H,,S",40.0,",,S",19.0,",,S",-1.6666666666666667,4.444444444444445,-7.222222222222222,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-03-02,0.0,",,S",,,68,"H,,S",79.0,",,S",,,20.0,26.11111111111111,,Sanandaj
IRM00040729,"ZANJAN, IR",2025-03-02,0.03,",,S",1.2,",,S",25,"H,,S",35.0,",,S",,,-3.888888888888889,1.6666666666666667,,Sanandaj
IRM00040769,"ARAK, IR",2025-03-02,0.01,",,S",0.4,",,S",33,"H,,S",41.0,",,S",,,0.5555555555555556,5.0,,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-03-02,0.0,",,S",,,62,"H,,S",,,55.0,",,S",16.666666666666668,,12.777777777777779,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-03-02,0.0,",,S",,,56,"H,,S",67.0,",,S",,,13.333333333333334,19.444444444444443,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-03-02,0.0,",,S",,,30,"H,,S",42.0,",,S",18.0,",,S",-1.1111111111111112,5.555555555555555,-7.777777777777778,Sanandaj
IRM00040831,"ABADAN, IR",2025-03-02,0.0,",,S",,,59,"H,,S",71.0,",,S",48.0,",,S",15.0,21.666666666666668,8.88888888888889,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-03-03,0.0,",,S",,,58,"H,,S",66.0,",,S",,,14.444444444444445,18.88888888888889,,Sanandaj
IR000040745,"MASHHAD, IR",2025-03-03,0.0,",,S",1.6,",,S",29,"H,,S",38.0,",,S",18.0,",,S",-1.6666666666666667,3.3333333333333335,-7.777777777777778,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-03-03,0.0,",,S",,,33,"H,,S",54.0,",,S",5.0,",,S",0.5555555555555556,12.222222222222221,-15.0,Sanandaj
IR000040848,"SHIRAZ, IR",2025-03-03,0.0,",,S",,,45,"H,,S",60.0,",,S",,,7.222222222222222,15.555555555555555,,Sanandaj
IRM00040729,"ZANJAN, IR",2025-03-03,0.0,",,S",1.2,",,S",32,"H,,S",44.0,",,S",15.0,",,S",0.0,6.666666666666667,-9.444444444444445,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-03-03,0.0,",,S",,,39,"H,,S",56.0,",,S",19.0,",,S",3.888888888888889,13.333333333333334,-7.222222222222222,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-03-03,0.0,",,S",,,46,"H,,S",57.0,",,S",31.0,",,S",7.777777777777778,13.88888888888889,-0.5555555555555556,Sanandaj
IRM00040809,"BIRJAND, IR",2025-03-03,0.0,",,S",,,34,"H,,S",54.0,",,S",,,1.1111111111111112,12.222222222222221,,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-03-03,0.0,",,S",,,65,"H,,S",76.0,",,S",,,18.333333333333332,24.444444444444443,,Sanandaj
IRM00040769,"ARAK, IR",2025-03-03,0.0,",,S",,,36,"H,,S",54.0,",,S",,,2.2222222222222223,12.222222222222221,,Sanandaj
IRM00040811,"AHWAZ, IR",2025-03-03,0.0,",,S",,,59,"H,,S",76.0,",,S",44.0,",,S",15.0,24.444444444444443,6.666666666666667,Sanandaj
IR000040841,"KERMAN, IR",2025-03-03,0.0,",,S",,,40,"H,,S",56.0,",,S",,,4.444444444444445,13.333333333333334,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-03-03,0.0,",,S",,,33,"H,,S",46.0,",,S",,,0.5555555555555556,7.777777777777778,,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-03-03,0.0,",,S",,,46,"H,,S",60.0,",,S",,,7.777777777777778,15.555555555555555,,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-03-03,0.0,",,S",,,38,"H,,S",47.0,",,S",28.0,",,S",3.3333333333333335,8.333333333333334,-2.2222222222222223,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-03-03,0.0,",,S",,,37,"H,,S",57.0,",,S",,,2.7777777777777777,13.88888888888889,,Sanandaj
IR000040706,"TABRIZ, IR",2025-03-03,0.0,",,S",,,33,"H,,S",,,,,0.5555555555555556,,,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-03-03,0.0,",,S",,,68,"H,,S",,,,,20.0,,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-03-03,0.0,",,S",,,35,"H,,S",46.0,",,S",18.0,",,S",1.6666666666666667,7.777777777777778,-7.777777777777778,Sanandaj
IRM00040723,"BOJNORD, IR",2025-03-03,0.0,",,S",,,29,"H,,S",42.0,",,S",13.0,",,S",-1.6666666666666667,5.555555555555555,-10.555555555555555,Sanandaj
IRM00040757,"SEMNAN, IR",2025-03-03,0.0,",,S",,,38,"H,,S",44.0,",,S",24.0,",,S",3.3333333333333335,6.666666666666667,-4.444444444444445,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-03-03,0.0,",,S",,,45,"H,,S",56.0,",,S",,,7.222222222222222,13.333333333333334,,Sanandaj
IRM00040738,"GORGAN, IR",2025-03-03,0.0,",,S",,,41,"H,,S",58.0,",,S",,,5.0,14.444444444444445,,Sanandaj
IRM00040785,"KASHAN, IR",2025-03-03,0.0,",,S",,,42,"H,,S",55.0,",,S",27.0,",,S",5.555555555555555,12.777777777777779,-2.7777777777777777,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-03-03,0.0,",,S",,,36,"H,,S",52.0,",,S",18.0,",,S",2.2222222222222223,11.11111111111111,-7.777777777777778,Sanandaj
IRM00040831,"ABADAN, IR",2025-03-03,0.0,",,S",,,58,"H,,S",73.0,",,S",43.0,",,S",14.444444444444445,22.77777777777778,6.111111111111111,Sanandaj
IRM00040729,"ZANJAN, IR",2025-03-04,0.0,",,S",0.4,",,S",39,"H,,S",51.0,",,S",26.0,",,S",3.888888888888889,10.555555555555555,-3.3333333333333335,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-03-04,0.0,",,S",,,39,"H,,S",57.0,",,S",10.0,",,S",3.888888888888889,13.88888888888889,-12.222222222222221,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-03-04,0.0,",,S",,,48,"H,,S",62.0,",,S",28.0,",,S",8.88888888888889,16.666666666666668,-2.2222222222222223,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-03-04,0.0,",,S",,,46,"H,,S",59.0,",,S",28.0,",,S",7.777777777777778,15.0,-2.2222222222222223,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-03-04,0.0,",,S",,,45,"H,,S",53.0,",,S",37.0,",,S",7.222222222222222,11.666666666666666,2.7777777777777777,Sanandaj
IRM00040831,"ABADAN, IR",2025-03-04,0.01,",,S",,,58,"H,,S",72.0,",,S",43.0,",,S",14.444444444444445,22.22222222222222,6.111111111111111,Sanandaj
IR000040841,"KERMAN, IR",2025-03-04,0.0,",,S",,,48,"H,,S",69.0,",,S",23.0,",,S",8.88888888888889,20.555555555555557,-5.0,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-03-04,0.0,",,S",,,42,"H,,S",55.0,",,S",31.0,",,S",5.555555555555555,12.777777777777779,-0.5555555555555556,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-03-04,0.0,",,S",,,65,"H,,S",80.0,",,S",45.0,",,S",18.333333333333332,26.666666666666668,7.222222222222222,Sanandaj
IRM00040809,"BIRJAND, IR",2025-03-04,0.0,",,S",,,44,"H,,S",59.0,",,S",20.0,",,S",6.666666666666667,15.0,-6.666666666666667,Sanandaj
IRM00040738,"GORGAN, IR",2025-03-04,0.0,",,S",,,49,"H,,S",65.0,",,S",31.0,",,S",9.444444444444445,18.333333333333332,-0.5555555555555556,Sanandaj
IR000040745,"MASHHAD, IR",2025-03-04,0.0,",,S",,,40,"H,,S",,,,,4.444444444444445,,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-03-04,0.0,",,S",,,39,"H,,S",54.0,",,S",24.0,",,S",3.888888888888889,12.222222222222221,-4.444444444444445,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-03-04,0.09,",,S",,,61,"H,,S",,,46.0,",,S",16.11111111111111,,7.777777777777778,Sanandaj
IRM00040785,"KASHAN, IR",2025-03-04,0.0,",,S",,,47,"H,,S",57.0,",,S",35.0,",,S",8.333333333333334,13.88888888888889,1.6666666666666667,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-03-04,0.0,",,S",,,70,"H,,S",82.0,",,S",55.0,",,S",21.11111111111111,27.77777777777778,12.777777777777779,Sanandaj
IR000040848,"SHIRAZ, IR",2025-03-04,0.46,",,S",,,46,"H,,S",62.0,",,S",28.0,",,S",7.777777777777778,16.666666666666668,-2.2222222222222223,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-03-04,0.0,",,S",,,50,"H,,S",61.0,",,S",33.0,",,S",10.0,16.11111111111111,0.5555555555555556,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-03-04,0.0,",,S",,,38,"H,,S",,,25.0,",,S",3.3333333333333335,,-3.888888888888889,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-03-04,0.0,",,S",,,42,"H,,S",56.0,",,S",24.0,",,S",5.555555555555555,13.333333333333334,-4.444444444444445,Sanandaj
IRM00040811,"AHWAZ, IR",2025-03-04,0.0,",,S",,,62,"H,,S",78.0,",,S",42.0,",,S",16.666666666666668,25.555555555555557,5.555555555555555,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-03-04,0.0,",,S",,,46,"H,,S",62.0,",,S",30.0,",,S",7.777777777777778,16.666666666666668,-1.1111111111111112,Sanandaj
IR000040706,"TABRIZ, IR",2025-03-04,0.0,",,S",,,39,"H,,S",52.0,",,S",26.0,",,S",3.888888888888889,11.11111111111111,-3.3333333333333335,Sanandaj
IRM00040769,"ARAK, IR",2025-03-04,0.0,",,S",,,43,"H,,S",57.0,",,S",,,6.111111111111111,13.88888888888889,,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-03-04,0.0,",,S",,,43,"H,,S",63.0,",,S",,,6.111111111111111,17.22222222222222,,Sanandaj
IRM00040729,"ZANJAN, IR",2025-03-05,0.0,",,S",,,43,"H,,S",,,29.0,",,S",6.111111111111111,,-1.6666666666666667,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-03-05,0.0,",,S",,,48,"H,,S",63.0,",,S",,,8.88888888888889,17.22222222222222,,Sanandaj
IRM00040738,"GORGAN, IR",2025-03-05,0.0,",,S",,,48,"H,,S",61.0,",,S",,,8.88888888888889,16.11111111111111,,Sanandaj
IR000040745,"MASHHAD, IR",2025-03-05,0.0,",,S",,,46,"H,,S",58.0,",,S",33.0,",,S",7.777777777777778,14.444444444444445,0.5555555555555556,Sanandaj
IRM00040798,"SHAHRE KORD, IR",2025-03-05,0.19,",,S",,,40,"H,,S",49.0,",,S",32.0,",,S",4.444444444444445,9.444444444444445,0.0,Sanandaj
IRM00040879,"IRAN SHAHR, IR",2025-03-05,0.0,",,S",,,71,"H,,S",81.0,",,S",55.0,",,S",21.666666666666668,27.22222222222222,12.777777777777779,Sanandaj
IR000407540,"TEHRAN MEHRABAD, IR",2025-03-05,0.0,",,S",,,50,"H,,S",56.0,",,S",,,10.0,13.333333333333334,,Sanandaj
IRM00040827,"NEHBANDAN, IR",2025-03-05,0.02,",,S",,,46,"H,,S",52.0,",,S",,,7.777777777777778,11.11111111111111,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-03-05,0.0,",,S",,,45,"H,,S",55.0,",,S",35.0,",,S",7.222222222222222,12.777777777777779,1.6666666666666667,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-03-05,0.03,",,S",,,45,"H,,S",,,34.0,",,S",7.222222222222222,,1.1111111111111112,Sanandaj
IRM00040811,"AHWAZ, IR",2025-03-05,0.0,",,S",,,67,"H,,S",78.0,",,S",56.0,",,S",19.444444444444443,25.555555555555557,13.333333333333334,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-03-05,0.1,",,S",,,45,"H,,S",53.0,",,S",,,7.222222222222222,11.666666666666666,,Sanandaj
IRM00040723,"BOJNORD, IR",2025-03-05,0.0,",,S",,,40,"H,,S",58.0,",,S",25.0,",,S",4.444444444444445,14.444444444444445,-3.888888888888889,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-03-05,0.84,",,S",,,66,"H,,S",75.0,",,S",59.0,",,S",18.88888888888889,23.88888888888889,15.0,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-03-05,0.0,",,S",,,41,"H,,S",56.0,",,S",29.0,",,S",5.0,13.333333333333334,-1.6666666666666667,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-03-05,0.0,",,S",,,55,"H,,S",65.0,",,S",,,12.777777777777779,18.333333333333332,,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-03-05,0.0,",,S",,,70,"H,,S",84.0,",,S",,,21.11111111111111,28.88888888888889,,Sanandaj
IRM00040769,"ARAK, IR",2025-03-05,0.12,",,S",,,43,"H,,S",50.0,",,S",37.0,",,S",6.111111111111111,10.0,2.7777777777777777,Sanandaj
IR000040706,"TABRIZ, IR",2025-03-05,0.0,",,S",,,41,"H,,S",54.0,",,S",30.0,",,S",5.0,12.222222222222221,-1.1111111111111112,Sanandaj
IR000040841,"KERMAN, IR",2025-03-05,0.19,",,S",,,50,"H,,S",61.0,",,S",42.0,",,S",10.0,16.11111111111111,5.555555555555555,Sanandaj
IR000040848,"SHIRAZ, IR",2025-03-05,0.79,",,S",,,45,"H,,S",49.0,",,S",,,7.222222222222222,9.444444444444445,,Sanandaj
IR000408560,"ZAHEDAN, IR",2025-03-05,0.0,",,S",,,54,"H,,S",67.0,",,S",,,12.222222222222221,19.444444444444443,,Sanandaj
IRM00040785,"KASHAN, IR",2025-03-05,0.0,",,S",,,50,"H,,S",60.0,",,S",,,10.0,15.555555555555555,,Sanandaj
IRM00040831,"ABADAN, IR",2025-03-05,0.0,",,S",,,66,"H,,S",76.0,",,S",55.0,",,S",18.88888888888889,24.444444444444443,12.777777777777779,Sanandaj
IRM00040809,"BIRJAND, IR",2025-03-05,0.0,",,S",,,48,"H,,S",57.0,",,S",,,8.88888888888889,13.88888888888889,,Sanandaj
IRM00040811,"AHWAZ, IR",2025-03-06,0.0,",,S",,,68,"H,,S",76.0,",,S",,,20.0,24.444444444444443,,Sanandaj
IRM00040712,"UROMIYEH, IR",2025-03-06,0.0,",,S",,,42,"H,,S",58.0,",,S",30.0,",,S",5.555555555555555,14.444444444444445,-1.1111111111111112,Sanandaj
IR000040745,"MASHHAD, IR",2025-03-06,0.0,",,S",,,50,"H,,S",,,,,10.0,,,Sanandaj
IRM00040769,"ARAK, IR",2025-03-06,0.0,",,S",,,48,"H,,S",62.0,",,S",,,8.88888888888889,16.666666666666668,,Sanandaj
IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2025-03-06,0.0,",,S",,,73,"H,,S",85.0,",,S",,,22.77777777777778,29.444444444444443,,Sanandaj
IRM00040747,"SANANDAJ, IR",2025-03-06,0.0,",,S",,,46,"H,,S",60.0,",,S",,,7.777777777777778,15.555555555555555,,Sanandaj
IRM00040858,"BUSHEHR, IR",2025-03-06,0.33,",,S",,,66,"H,,S",70.0,",,S",63.0,",,S",18.88888888888889,21.11111111111111,17.22222222222222,Sanandaj
IRM00040831,"ABADAN, IR",2025-03-06,0.0,",,S",,,66,"H,,S",70.0,",,S",,,18.88888888888889,21.11111111111111,,Sanandaj
IRM00040731,"GHAZVIN, IR",2025-03-06,0.0,",,S",,,47,"H,,S",60.0,",,S",,,8.333333333333334,15.555555555555555,,Sanandaj
IR000040706,"TABRIZ, IR",2025-03-06,0.0,",,S",,,42,"H,,S",56.0,",,S",29.0,",,S",5.555555555555555,13.333333333333334,-1.6666666666666667,Sanandaj
IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2025-03-06,0.0,",,S",,,50,"H,,S",65.0,",,S",,,10.0,18.333333333333332,,Sanandaj
IR000407660,"KERMANSHAH, IR",2025-03-06,0.51,",,S",,,47,"H,,S",,,39.0,",,S",8.333333333333334,,3.888888888888889,Sanandaj
IR000040841,"KERMAN, IR",2025-03-06,0.07,",,S",,,51,"H,,S",61.0,",,S",,,10.555555555555555,16.11111111111111,,Sanandaj
IRM00040821,"YAZD SHAHID SADOOGHI, IR",2025-03-06,0.0,",,S",,,58,"H,,S",68.0,",,S",49.0,",,S",14.444444444444445,20.0,9.444444444444445,Sanandaj
IR000040848,"SHIRAZ, IR",2025-03-06,0.89,",,S",,,48,"H,,S",,,,,8.88888888888889,,,Sanandaj
